,Food,Calories,Carbohydrate,Fiber,Protein,Sugar,Salt,Polyunsaturated (good) Fat,Saturated (bad) Fat,Monounsaturated (bad) Fat,Calcium,Iron,Magnesium,Phosphorus,Potassium,Zinc,Copper,Vitamin A,Vitamin B6,Vitamin B12,Vitamin C,Vitamin D,Vitamin K,Selenium,Thiamin,Niacin,Food Folate,Choline
Value, ,0,100,25,46,24,2300,13.1,0,0,1000,18,320,700,2600,8,900,700,1.3,2.4,75,15,90,55,1.1,14,320,425
